ID,"[[x,y,angle,distNext,distTotal]]"
55_REV,"[[1243,-2,257,69,0],[1176,13,258,11,69],[1166,15,253,11,79],[1156,18,257,10,90],[1147,20,258,11,99],[1137,22,253,11,109],[1127,25,258,11,120],[1117,27,251,10,130],[1108,30,258,11,139],[1098,32,253,11,150],[1088,35,251,10,160],[1079,38,258,11,169],[1069,40,253,11,180],[1059,43,257,10,190],[1050,45,253,11,199],[1040,48,253,11,210],[1030,51,257,10,220],[1021,53,253,11,229],[1011,56,251,10,240],[1002,59,253,11,249],[992,62,253,11,260],[982,65,257,10,270],[973,67,253,11,279],[963,70,251,10,290],[954,73,253,11,299],[944,76,253,11,310],[934,79,257,10,320],[925,81,253,11,329],[915,84,251,10,340],[906,87,253,11,349],[896,90,253,11,360],[886,93,251,10,370],[877,96,253,11,380],[867,99,257,10,390],[858,101,253,11,399],[848,104,253,11,410],[838,107,251,10,420],[829,110,258,11,430],[819,112,253,11,440],[809,115,251,10,450],[800,118,258,11,460],[790,120,251,10,470],[781,123,253,11,480],[771,126,258,11,490],[761,128,253,11,500],[751,131,257,10,511],[742,133,258,11,520],[732,135,253,11,530],[722,138,257,10,541],[713,140,258,11,550],[703,142,258,11,560],[693,144,258,11,570],[683,146,258,11,580],[673,148,264,11,591],[663,149,257,10,601],[654,151,258,11,610],[644,153,264,11,620],[634,154,264,11,630],[624,155,264,11,640],[614,156,264,11,650],[604,157,264,11,660],[594,158,270,10,670],[584,158,264,11,680],[574,159,270,10,690],[564,159,270,10,700],[554,159,270,10,710],[544,159,270,10,720],[534,159,276,11,730],[524,158,276,11,740],[514,157,276,11,750],[504,156,276,11,760],[494,155,276,11,771],[484,154,282,11,781],[474,152,283,10,791],[465,150,282,11,800],[455,148,282,11,810],[445,146,287,11,820],[435,143,289,10,831],[426,140,287,11,840],[416,137,289,10,851],[407,134,292,11,860],[397,130,289,10,871],[388,127,294,10,880],[379,123,294,10,890],[370,119,294,10,900],[361,115,300,11,910],[352,110,294,10,920],[343,106,300,11,930],[334,101,300,11,940],[325,96,300,11,951],[316,91,303,10,961],[308,86,300,11,971],[299,81,307,10,981],[291,75,303,10,991],[283,70,304,11,1000],[274,64,307,10,1011],[266,58,307,10,1021],[258,52,307,10,1031],[250,46,307,10,1041],[242,40,307,10,1051],[234,34,311,10,1061],[227,28,312,11,1070],[219,21,307,10,1081],[211,15,315,10,1091],[204,8,307,10,1101],[196,2,315,10,1111],[189,-5,312,11,1121],[181,-12,315,10,1131],[174,-19,311,10,1141],[167,-25,315,10,1150],[160,-32,312,11,1160],[152,-39,315,10,1171],[145,-46,315,10,1181],[138,-53,319,11,1191],[131,-61,315,10,1201],[124,-68,315,10,1211],]"
56_REV,"[[1244,34,237,85,0],[1173,80,233,10,85],[1165,86,233,10,95],[1157,92,233,10,105],[1149,98,233,10,115],[1141,104,233,10,125],[1133,110,237,10,135],[1125,115,233,10,145],[1117,121,236,11,155],[1108,127,233,10,165],[1100,133,237,10,175],[1092,138,233,10,185],[1084,144,240,11,195],[1075,149,233,10,205],[1067,155,237,10,215],[1059,160,236,11,225],[1050,166,237,10,235],[1042,171,240,11,245],[1033,176,233,10,255],[1025,182,240,11,265],[1016,187,240,11,275],[1007,192,237,10,286],[999,197,240,11,295],[990,202,246,10,305],[981,206,240,11,315],[972,211,240,11,326],[963,216,243,9,336],[955,220,240,11,345],[946,225,248,11,355],[936,229,246,10,366],[927,233,246,10,376],[918,237,246,10,386],[909,241,251,10,395],[900,244,248,11,405],[890,248,251,10,416],[881,251,253,11,425],[871,254,251,10,436],[862,257,253,11,445],[852,260,253,11,455],[842,263,257,10,466],[833,265,258,11,475],[823,267,258,11,485],[813,269,264,11,496],[803,270,264,11,506],[793,271,264,11,516],[783,272,264,11,526],[773,273,270,10,536],[763,273,270,10,546],[753,273,270,10,556],[743,273,276,11,566],[733,272,276,11,576],[723,271,282,11,586],[713,269,277,10,596],[704,268,282,11,605],[694,266,287,11,615],[684,263,282,11,626],[674,261,289,10,636],[665,258,287,11,645],[655,255,294,10,656],[646,251,294,10,666],[637,247,287,11,676],[627,244,300,11,686],[618,239,294,10,696],[609,235,300,11,706],[600,230,297,9,716],[592,226,300,11,725],[583,221,300,11,736],[574,216,303,10,746],[566,211,304,11,755],[557,205,303,10,766],[549,200,304,11,776],[540,194,303,10,786],[532,189,307,10,796],[524,183,307,10,806],[516,177,307,10,816],[508,171,307,10,826],[500,165,307,10,836],[492,159,307,10,846],[484,153,307,10,856],[476,147,307,10,866],[468,141,315,10,876],[461,134,307,10,886],[453,128,312,11,896],[445,121,311,10,906],[438,115,312,11,916],[430,108,307,10,926],[422,102,315,10,936],[415,95,307,10,946],[407,89,315,10,956],[400,82,307,10,966],[392,76,315,10,976],[385,69,312,11,986],[377,62,315,10,997],[370,55,307,10,1007],[362,49,315,10,1017],[355,42,315,10,1026],[348,35,312,11,1036],[340,28,311,10,1047],[333,22,315,10,1056],[326,15,312,11,1066],[318,8,315,10,1077],[311,1,315,10,1087],[304,-6,307,10,1096],[296,-12,315,10,1106],[289,-19,315,10,1116],[282,-26,312,11,1126],[274,-33,315,10,1137],[267,-40,315,10,1147],[260,-47,311,10,1157],[253,-53,312,11,1166],[245,-60,315,10,1177],[238,-67,315,10,1186],]"
57_REV,"[[1242,133,272,68,0],[1175,131,270,10,68],[1165,131,270,10,78],[1155,131,264,11,88],[1145,132,270,10,98],[1135,132,270,10,108],[1125,132,264,11,118],[1115,133,270,10,128],[1105,133,264,11,138],[1095,134,264,11,148],[1085,135,270,10,158],[1075,135,264,11,168],[1065,136,264,11,178],[1055,137,264,11,188],[1045,138,264,11,198],[1035,139,270,10,208],[1025,139,264,11,218],[1015,140,264,11,228],[1005,141,264,11,238],[995,142,258,11,248],[985,144,264,11,258],[975,145,264,11,268],[965,146,264,11,278],[955,147,264,11,288],[945,148,258,11,298],[935,150,264,11,309],[925,151,263,10,319],[916,152,258,11,328],[906,154,264,11,338],[896,155,258,11,348],[886,157,264,11,358],[876,158,258,11,368],[866,160,258,11,378],[856,162,264,11,389],[846,163,258,11,399],[836,165,257,10,409],[827,167,264,11,418],[817,168,258,11,428],[807,170,258,11,438],[797,172,258,11,449],[787,174,258,11,459],[777,176,263,10,469],[768,177,258,11,478],[758,179,258,11,488],[748,181,258,11,498],[738,183,258,11,509],[728,185,258,11,519],[718,187,257,10,529],[709,189,264,11,538],[699,190,258,11,548],[689,192,258,11,558],[679,194,258,11,569],[669,196,264,11,579],[659,197,258,11,589],[649,199,257,10,599],[640,201,264,11,608],[630,202,258,11,618],[620,204,264,11,629],[610,205,264,11,639],[600,206,264,11,649],[590,207,264,11,659],[580,208,264,11,669],[570,209,270,10,679],[560,209,264,11,689],[550,210,270,10,699],[540,210,270,10,709],[530,210,276,11,719],[520,209,276,11,729],[510,208,276,11,739],[500,207,282,11,749],[490,205,283,10,759],[481,203,282,11,768],[471,201,287,11,779],[461,198,294,10,789],[452,194,294,10,799],[443,190,300,11,809],[434,185,300,11,819],[425,180,303,10,829],[417,175,312,11,839],[409,168,307,10,849],[401,162,315,10,859],[394,155,315,10,869],[387,148,315,10,879],[380,141,324,10,889],[374,133,324,10,899],[368,125,324,10,909],[362,117,324,10,919],[356,109,328,10,929],[351,101,327,11,939],[345,92,331,11,949],[340,83,334,9,960],[336,75,331,11,969],[331,66,331,11,979],[326,57,337,10,989],[322,48,337,10,999],[318,39,331,11,1009],[313,30,337,10,1019],[309,21,344,11,1029],[306,11,337,10,1040],[302,2,337,10,1049],[298,-7,339,11,1059],[294,-17,342,10,1070],[291,-26,337,10,1079],[287,-35,344,11,1089],[284,-45,342,10,1100],[281,-54,339,11,1109],[277,-64,339,11,1120],]"
58_REV,"[[1244,165,245,81,0],[1171,198,246,10,81],[1162,202,246,10,90],[1153,206,246,10,100],[1144,210,246,10,110],[1135,214,248,11,120],[1125,218,246,10,131],[1116,222,251,10,141],[1107,225,253,11,150],[1097,228,246,10,161],[1088,232,258,11,170],[1078,234,253,11,181],[1068,237,251,10,191],[1059,240,258,11,201],[1049,242,258,11,211],[1039,244,258,11,221],[1029,246,263,10,231],[1020,247,258,11,240],[1010,249,264,11,250],[1000,250,270,10,260],[990,250,264,11,270],[980,251,270,10,280],[970,251,270,10,290],[960,251,276,11,300],[950,250,270,10,311],[940,250,282,11,321],[930,248,276,11,331],[920,247,282,11,341],[910,245,282,11,351],[900,243,283,10,361],[891,241,287,11,370],[881,238,287,11,381],[871,235,289,10,391],[862,232,294,10,401],[853,228,287,11,411],[843,225,294,10,421],[834,221,300,11,431],[825,216,294,10,441],[816,212,300,11,451],[807,207,294,10,461],[798,203,303,10,471],[790,198,304,11,481],[781,192,303,10,491],[773,187,300,11,501],[764,182,307,10,511],[756,176,303,10,521],[748,171,304,11,531],[739,165,307,10,541],[731,159,307,10,551],[723,153,307,10,561],[715,147,307,10,571],[707,141,307,10,581],[699,135,307,10,591],[691,129,315,10,601],[684,122,307,10,611],[676,116,307,10,621],[668,110,312,11,631],[660,103,311,10,642],[653,97,307,10,651],[645,91,312,11,661],[637,84,311,10,672],[630,78,312,11,681],[622,71,311,10,692],[615,65,312,11,701],[607,58,307,10,711],[599,52,315,10,721],[592,45,307,10,731],[584,39,315,10,741],[577,32,312,11,751],[569,25,311,10,762],[562,19,312,11,771],[554,12,307,10,782],[546,6,315,10,792],[539,-1,307,10,802],[531,-7,315,10,812],[524,-14,307,10,822],[516,-20,307,10,832],[508,-26,315,10,842],[501,-33,307,10,851],[493,-39,312,11,861],[485,-46,307,10,872],[477,-52,311,10,882],[470,-58,312,11,891],[462,-65,312,11,902],]"
59_REV,"[[1244,256,276,73,0],[1172,249,276,11,73],[1162,248,277,10,83],[1153,247,282,11,92],[1143,245,276,11,102],[1133,244,276,11,112],[1123,243,276,11,122],[1113,242,276,11,132],[1103,241,276,11,142],[1093,240,276,11,152],[1083,239,276,11,162],[1073,238,282,11,172],[1063,236,276,11,183],[1053,235,276,11,193],[1043,234,276,11,203],[1033,233,276,11,213],[1023,232,276,11,223],[1013,231,282,11,233],[1003,229,277,10,243],[994,228,276,11,252],[984,227,282,11,262],[974,225,276,11,272],[964,224,276,11,282],[954,223,282,11,293],[944,221,276,11,303],[934,220,282,11,313],[924,218,276,11,323],[914,217,282,11,333],[904,215,283,10,343],[895,213,276,11,352],[885,212,282,11,363],[875,210,282,11,373],[865,208,282,11,383],[855,206,282,11,393],[845,204,283,10,403],[836,202,282,11,413],[826,200,287,11,423],[816,197,282,11,433],[806,195,289,10,443],[797,192,282,11,453],[787,190,289,10,463],[778,187,287,11,473],[768,184,287,11,483],[758,181,289,10,493],[749,178,294,10,503],[740,174,287,11,513],[730,171,294,10,523],[721,167,294,10,533],[712,163,294,10,543],[703,159,294,10,553],[694,155,300,11,563],[685,150,294,10,573],[676,146,300,11,583],[667,141,300,11,593],[658,136,307,10,603],[650,130,303,10,613],[642,125,304,11,623],[633,119,307,10,634],[625,113,307,10,644],[617,107,311,10,654],[610,101,312,11,663],[602,94,311,10,673],[595,88,312,11,683],[587,81,315,10,693],[580,74,319,11,703],[573,66,320,10,714],[567,59,315,10,723],[560,52,324,10,733],[554,44,319,11,743],[547,36,324,10,754],[541,28,324,10,764],[535,20,328,10,774],[530,12,327,11,783],[524,3,328,10,794],[519,-5,331,11,803],[514,-14,324,10,814],[508,-22,337,10,824],[504,-31,331,11,833],[499,-40,331,11,844],[494,-49,334,9,854],[490,-57,331,11,863],[485,-66,331,11,873],]"
60_REV,"[[1244,316,276,78,0],[1167,308,283,10,78],[1158,306,276,11,87],[1148,305,282,11,97],[1138,303,282,11,107],[1128,301,282,11,118],[1118,299,282,11,128],[1108,297,283,10,138],[1099,295,282,11,147],[1089,293,282,11,157],[1079,291,287,11,168],[1069,288,283,10,178],[1060,286,287,11,187],[1050,283,282,11,198],[1040,281,289,10,208],[1031,278,287,11,217],[1021,275,289,10,228],[1012,272,287,11,237],[1002,269,294,10,248],[993,265,287,11,258],[983,262,294,10,268],[974,258,289,10,278],[965,255,292,11,287],[955,251,294,10,298],[946,247,294,10,308],[937,243,294,10,318],[928,239,300,11,328],[919,234,294,10,338],[910,230,300,11,348],[901,225,294,10,358],[892,221,303,10,368],[884,216,300,11,377],[875,211,300,11,388],[866,206,307,10,398],[858,200,300,11,408],[849,195,307,10,418],[841,189,303,10,428],[833,184,307,10,438],[825,178,307,10,448],[817,172,307,10,458],[809,166,307,10,468],[801,160,307,10,478],[793,154,312,11,488],[785,147,311,10,498],[778,141,312,11,508],[770,134,311,10,518],[763,128,312,11,527],[755,121,315,10,538],[748,114,315,10,548],[741,107,315,10,558],[734,100,315,10,568],[727,93,319,11,578],[720,85,315,10,588],[713,78,320,10,598],[707,71,319,11,607],[700,63,319,11,618],[693,55,320,10,629],[687,48,324,10,638],[681,40,319,11,648],[674,32,320,10,659],[668,25,324,10,668],[662,17,324,10,678],[656,9,324,10,688],[650,1,324,10,698],[644,-7,324,10,708],[638,-15,327,11,718],[632,-24,324,10,729],[626,-32,328,10,739],[621,-40,324,10,748],[615,-48,324,10,758],[609,-56,331,11,768],[604,-65,331,11,778],]"
61_REV,"[[1245,393,292,81,0],[1170,363,294,10,81],[1161,359,289,10,91],[1152,356,292,11,101],[1142,352,289,10,111],[1133,349,287,11,121],[1123,346,289,10,131],[1114,343,282,11,141],[1104,341,287,11,151],[1094,338,283,10,161],[1085,336,282,11,171],[1075,334,282,11,181],[1065,332,276,11,191],[1055,331,282,11,201],[1045,329,276,11,211],[1035,328,282,11,221],[1025,326,277,10,232],[1016,325,276,11,241],[1006,324,276,11,251],[996,323,276,11,261],[986,322,276,11,271],[976,321,276,11,281],[966,320,276,11,291],[956,319,276,11,301],[946,318,276,11,311],[936,317,276,11,321],[926,316,276,11,331],[916,315,282,11,341],[906,313,276,11,351],[896,312,282,11,361],[886,310,289,10,372],[877,307,282,11,381],[867,305,289,10,391],[858,302,292,11,401],[848,298,294,10,411],[839,294,294,10,421],[830,290,300,11,431],[821,285,303,10,441],[813,280,307,10,451],[805,274,307,10,461],[797,268,312,11,471],[789,261,315,10,482],[782,254,315,10,491],[775,247,324,10,501],[769,239,324,10,511],[763,231,324,10,521],[757,223,331,11,531],[752,214,328,10,542],[747,206,331,11,551],[742,197,331,11,561],[737,188,331,11,572],[732,179,337,10,582],[728,170,337,10,592],[724,161,337,10,602],[720,152,342,10,612],[717,143,339,11,621],[713,133,342,10,632],[710,124,339,11,641],[706,114,342,10,652],[703,105,344,11,662],[700,95,342,10,672],[697,86,349,11,681],[695,76,342,10,692],[692,67,344,11,701],[689,57,349,11,712],[687,47,349,11,722],[685,37,342,10,732],[682,28,349,11,741],[680,18,349,11,752],[678,8,349,11,762],[676,-2,348,10,772],[674,-11,349,11,781],[672,-21,349,11,791],[670,-31,349,11,802],[668,-41,349,11,812],[666,-51,348,10,822],[664,-60,348,10,831],]"
62_REV,"[[1248,438,278,79,0],[1170,428,282,11,79],[1160,426,276,11,89],[1150,425,282,11,99],[1140,423,282,11,110],[1130,421,283,10,120],[1121,419,282,11,129],[1111,417,282,11,139],[1101,415,287,11,149],[1091,412,283,10,160],[1082,410,287,11,169],[1072,407,287,11,179],[1062,404,283,10,190],[1053,402,292,11,199],[1043,398,289,10,210],[1034,395,287,11,219],[1024,392,294,10,230],[1015,388,294,10,240],[1006,384,294,10,250],[997,380,294,10,259],[988,376,300,11,269],[979,371,300,11,280],[970,366,303,10,290],[962,361,300,11,299],[953,356,307,10,310],[945,350,307,10,320],[937,344,307,10,330],[929,338,307,10,340],[921,332,315,10,350],[914,325,315,10,359],[907,318,315,10,369],[900,311,319,11,379],[893,303,320,10,390],[887,296,324,10,399],[881,288,324,10,409],[875,280,327,11,419],[869,271,328,10,430],[864,263,331,11,439],[859,254,328,10,450],[854,246,331,11,459],[849,237,337,10,469],[845,228,331,11,479],[840,219,337,10,490],[836,210,339,11,499],[832,200,342,10,510],[829,191,337,10,520],[825,182,339,11,529],[821,172,342,10,540],[818,163,342,10,550],[815,154,344,11,559],[812,144,344,11,570],[809,134,342,10,580],[806,125,344,11,590],[803,115,348,10,600],[801,106,344,11,609],[798,96,349,11,620],[796,86,342,10,630],[793,77,349,11,639],[791,67,349,11,650],[789,57,349,11,660],[787,47,342,10,670],[784,38,349,11,679],[782,28,349,11,690],[780,18,349,11,700],[778,8,349,11,710],[776,-2,348,10,720],[774,-11,355,11,729],[773,-21,349,11,740],[771,-31,349,11,750],[769,-41,349,11,760],[767,-51,349,11,770],[765,-61,349,11,780],]"
63_REV,"[[1247,553,317,104,0],[1176,478,320,10,104],[1170,471,324,10,113],[1164,463,319,11,123],[1157,455,324,10,134],[1151,447,324,10,144],[1145,439,324,10,154],[1139,431,324,10,164],[1133,423,324,10,174],[1127,415,328,10,184],[1122,407,324,10,193],[1116,399,324,10,203],[1110,391,327,11,213],[1104,382,328,10,224],[1099,374,331,11,233],[1094,365,324,10,244],[1088,357,328,10,254],[1083,349,331,11,263],[1078,340,327,11,273],[1072,331,328,10,284],[1067,323,331,11,294],[1062,314,331,11,304],[1057,305,334,9,314],[1053,297,331,11,323],[1048,288,331,11,333],[1043,279,337,10,344],[1039,270,331,11,354],[1034,261,331,11,364],[1029,252,337,10,374],[1025,243,337,10,384],[1021,234,331,11,394],[1016,225,337,10,404],[1012,216,337,10,414],[1008,207,337,10,424],[1004,198,337,10,434],[1000,189,337,10,444],[996,180,337,10,453],[992,171,337,10,463],[988,162,339,11,473],[984,152,337,10,484],[980,143,337,10,494],[976,134,337,10,504],[972,125,339,11,513],[968,115,337,10,524],[964,106,342,10,534],[961,97,337,10,544],[957,88,339,11,553],[953,78,337,10,564],[949,69,342,10,574],[946,60,337,10,583],[942,51,339,11,593],[938,41,337,10,604],[934,32,337,10,614],[930,23,342,10,624],[927,14,339,11,633],[923,4,337,10,644],[919,-5,337,10,654],[915,-14,337,10,664],[911,-23,337,10,674],[907,-32,339,11,683],[903,-42,337,10,694],[899,-51,337,10,704],[895,-60,337,10,714],[891,-69,337,10,724],]"
64_REV,"[[1212,684,349,155,0],[1182,532,344,11,155],[1179,522,349,11,166],[1177,512,342,10,176],[1174,503,344,11,186],[1171,493,349,11,196],[1169,483,342,10,206],[1166,474,349,11,216],[1164,464,344,11,226],[1161,454,342,10,236],[1158,445,349,11,246],[1156,435,342,10,256],[1153,426,344,11,265],[1150,416,349,11,276],[1148,406,342,10,286],[1145,397,344,11,296],[1142,387,344,11,306],[1139,377,342,10,316],[1136,368,349,11,326],[1134,358,342,10,336],[1131,349,344,11,346],[1128,339,344,11,356],[1125,329,342,10,367],[1122,320,344,11,376],[1119,310,342,10,386],[1116,301,344,11,396],[1113,291,342,10,406],[1110,282,344,11,416],[1107,272,342,10,426],[1104,263,344,11,436],[1101,253,337,10,446],[1097,244,344,11,456],[1094,234,342,10,467],[1091,225,344,11,476],[1088,215,337,10,486],[1084,206,342,10,496],[1081,197,339,11,506],[1077,187,342,10,517],[1074,178,339,11,526],[1070,168,342,10,537],[1067,159,337,10,546],[1063,150,339,11,556],[1059,140,342,10,567],[1056,131,337,10,576],[1052,122,337,10,586],[1048,113,339,11,596],[1044,103,337,10,607],[1040,94,337,10,617],[1036,85,337,10,627],[1032,76,337,10,636],[1028,67,337,10,646],[1024,58,344,11,656],[1021,48,337,10,667],[1017,39,337,10,676],[1013,30,337,10,686],[1009,21,339,11,696],[1005,11,337,10,707],[1001,2,337,10,717],[997,-7,342,10,727],[994,-16,339,11,736],[990,-26,342,10,747],[987,-35,337,10,756],[983,-44,344,11,766],[980,-54,342,10,777],[977,-63,342,10,786],]"
65_REV,"[[50,685,355,11,0],[49,675,355,11,11],[48,665,355,11,21],[47,655,355,11,31],[46,645,355,11,41],[45,635,355,11,51],[44,625,355,11,61],[43,615,355,11,71],[42,605,355,11,81],[41,595,349,11,91],[39,585,354,10,101],[38,576,355,11,110],[37,566,355,11,120],[36,556,355,11,130],[35,546,355,11,140],[34,536,355,11,150],[33,526,355,11,160],[32,516,349,11,171],[30,506,355,11,181],[29,496,355,11,191],[28,486,355,11,201],[27,476,355,11,211],[26,466,349,11,221],[24,456,355,11,231],[23,446,355,11,241],[22,436,355,11,251],[21,426,348,10,261],[19,417,355,11,270],[18,407,355,11,281],[17,397,349,11,291],[15,387,355,11,301],[14,377,349,11,311],[12,367,355,11,321],[11,357,349,11,331],[9,347,355,11,341],[8,337,348,10,351],[6,328,349,11,361],[4,318,355,11,371],[3,308,349,11,381],[1,298,349,11,391],[-1,288,349,11,401],[-3,278,348,10,411],[-5,269,349,11,421],[-7,259,349,11,431],[-9,249,344,11,441],[-12,239,348,10,451],[-14,230,344,11,461],[-17,220,344,11,471],[-20,210,342,10,482],[-23,201,344,11,491],[-26,191,337,10,501],[-30,182,342,10,511],[-33,173,331,11,521],[-38,164,337,10,531],[-42,155,331,11,541],[-47,146,324,10,551],[-53,138,328,10,561],[-58,130,324,10,571],[-64,122,324,10,581],]"
66_REV,"[[150,688,348,10,0],[148,679,355,11,10],[147,669,349,11,20],[145,659,349,11,30],[143,649,349,11,40],[141,639,355,11,50],[140,629,349,11,60],[138,619,348,10,71],[136,610,349,11,80],[134,600,349,11,90],[132,590,349,11,100],[130,580,349,11,110],[128,570,348,10,121],[126,561,349,11,130],[124,551,349,11,140],[122,541,349,11,150],[120,531,342,10,160],[117,522,349,11,170],[115,512,349,11,180],[113,502,344,11,190],[110,492,348,10,201],[108,483,344,11,210],[105,473,342,10,220],[102,464,344,11,230],[99,454,344,11,240],[96,444,342,10,251],[93,435,342,10,260],[90,426,339,11,270],[86,416,337,10,281],[82,407,342,10,290],[79,398,339,11,300],[75,388,337,10,311],[71,379,331,11,320],[66,370,337,10,331],[62,361,331,11,341],[57,352,334,9,351],[53,344,331,11,360],[48,335,331,11,370],[43,326,328,10,380],[38,318,327,11,390],[32,309,328,10,401],[27,301,331,11,410],[22,292,324,10,420],[16,284,324,10,430],[10,276,331,11,440],[5,267,324,10,451],[-1,259,324,10,461],[-7,251,324,10,471],[-13,243,324,10,481],[-19,235,324,10,491],[-25,227,324,10,501],[-31,219,324,10,511],[-37,211,324,10,521],[-43,203,324,10,531],[-49,195,319,11,541],[-56,187,320,10,551],[-62,180,324,10,561],[-68,172,324,10,571],]"
67_REV,"[[250,685,349,11,0],[248,675,349,11,11],[246,665,349,11,21],[244,655,355,11,31],[243,645,349,11,41],[241,635,348,10,51],[239,626,355,11,61],[238,616,349,11,71],[236,606,349,11,81],[234,596,349,11,91],[232,586,349,11,101],[230,576,355,11,111],[229,566,348,10,121],[227,557,349,11,131],[225,547,349,11,141],[223,537,349,11,151],[221,527,349,11,161],[219,517,349,11,171],[217,507,348,10,182],[215,498,349,11,191],[213,488,349,11,201],[211,478,349,11,211],[209,468,349,11,221],[207,458,348,10,232],[205,449,349,11,241],[203,439,344,11,251],[200,429,349,11,262],[198,419,348,10,272],[196,410,344,11,281],[193,400,349,11,291],[191,390,342,10,302],[188,381,349,11,311],[186,371,344,11,321],[183,361,342,10,332],[180,352,344,11,341],[177,342,342,10,352],[174,333,344,11,361],[171,323,337,10,372],[167,314,344,11,381],[164,304,337,10,392],[160,295,337,10,402],[156,286,337,10,412],[152,277,331,11,421],[147,268,337,10,432],[143,259,324,10,442],[137,251,331,11,452],[132,242,324,10,462],[126,234,315,10,472],[119,227,324,10,482],[113,219,307,10,492],[105,213,315,10,502],[98,206,304,11,512],[89,200,303,10,522],[81,195,300,11,532],[72,190,294,10,542],[63,186,294,10,552],[54,182,289,10,562],[45,179,292,11,571],[35,175,289,10,582],[26,172,282,11,592],[16,170,287,11,602],[6,167,283,10,612],[-3,165,287,11,621],[-13,162,282,11,632],[-23,160,282,11,642],[-33,158,283,10,652],[-42,156,282,11,662],[-52,154,282,11,672],[-62,152,282,11,682],]"
